system:index,AWEI_NS,AWEI_S,MNDWI1,MNDWI2,NDWI,datetime,.geo
20200124T051109_20200124T051244_T43PHQ_0,-9914.75,-3136.5,-0.4459504132231405,-0.2800687285223368,-0.33571145461751883,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200124T051109_20200124T051244_T43PHQ_1,-5842.25,-2722.5,-0.3782051282051282,-0.05365853658536585,-0.46025437201907793,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200124T051109_20200124T051244_T43PHQ_2,-20285.25,-5957.5,-0.33906204485872415,-0.23201895413775597,-0.2587389741914407,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200124T051109_20200124T051244_T43PHQ_3,-12317.5,-5003.5,-0.4515159792406446,-0.2909604519774011,-0.45992469069392145,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200124T051109_20200124T051244_T43PHQ_4,-10027.0,-2908.75,-0.4553450608930988,-0.3160577740016992,-0.31137724550898205,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200124T051109_20200124T051244_T43PHQ_5,-9154.75,-3413.25,-0.45129642606867554,-0.24274661508704062,-0.4110567882662655,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200124T051109_20200124T051244_T43PHQ_6,-16127.0,-5209.75,-0.4282162834058421,-0.30844399899774494,-0.326007326007326,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200124T051109_20200124T051244_T43PHQ_7,-12010.0,-4609.5,-0.490295358649789,-0.2837944664031621,-0.43268628678772697,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200124T051109_20200124T051244_T43PHQ_8,-16561.5,-5175.0,-0.5278088005360733,-0.38742393509127787,-0.3312242961088263,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200124T051109_20200124T051244_T43PHQ_9,-13881.5,-4632.5,-0.33155299917830733,-0.1947537738183618,-0.3185340314136126,2020-01-24 05:25:09,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200129T051041_20200129T051611_T43PHQ_0,-11129.0,-4061.75,-0.43307943416757344,-0.18815738215816127,-0.3705829054666264,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[78.16117096699932,13.19461470745829]}"
20200129T051041_20200129T051611_T43PHQ_1,-10737.25,-3817.25,-0.4129711751662971,-0.18287037037037038,-0.35915279878971257,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[77.79906107857616,13.217468148692896]}"
20200129T051041_20200129T051611_T43PHQ_2,-11714.75,-3628.5,-0.4129353233830846,-0.2266298723697827,-0.29717868338557996,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[77.97513786887525,13.400549747035063]}"
20200129T051041_20200129T051611_T43PHQ_3,-7444.0,-3422.0,-0.323252688172043,-0.033125300048007685,-0.43347398030942336,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[77.86477825038698,13.212011340461606]}"
20200129T051041_20200129T051611_T43PHQ_4,-15415.25,-4651.5,-0.48023846323691766,-0.31229915278995035,-0.2935174069627851,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[78.69620036706614,13.292024658742813]}"
20200129T051041_20200129T051611_T43PHQ_5,-8378.75,-2896.0,-0.370515329419439,-0.11589555657352267,-0.3358568479008947,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[78.76905041123155,13.065725960355028]}"
20200129T051041_20200129T051611_T43PHQ_6,-17725.0,-5528.0,-0.4597875569044006,-0.3053658536585366,-0.3060428849902534,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[78.45000107859391,13.351370996365485]}"
20200129T051041_20200129T051611_T43PHQ_7,-5783.5,-2575.25,-0.33808127356514456,0.023979261179520414,-0.42103334554781974,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[78.66963970898082,13.497252313592385]}"
20200129T051041_20200129T051611_T43PHQ_8,-9097.0,-3601.5,-0.36284774154950644,-0.10841356215989954,-0.3881068658431485,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[78.01343168962137,13.204077911554705]}"
20200129T051041_20200129T051611_T43PHQ_9,-9504.75,-3788.0,-0.38452554744525547,-0.11204717775905644,-0.3944268888250503,2020-01-29 05:25:05,"{""type"":""Point"",""coordinates"":[78.41316871093372,13.386576816204531]}"
20200129T051041_20200129T052502_T43PHQ_0,-5278.0,-2680.25,-0.2541548439400081,0.0716365754222481,-0.43086916176925455,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[78.15010810157095,13.149810389665896]}"
20200129T051041_20200129T052502_T43PHQ_1,-5282.25,-2347.75,-0.30809859154929575,0.03625576796308504,-0.4121166791323859,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[77.7919039989731,12.575742495004821]}"
20200129T051041_20200129T052502_T43PHQ_2,-10317.25,-2603.5,-0.3697040046430644,-0.2335920959774171,-0.20816624134159678,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[77.96690227321356,12.713499397578]}"
20200129T051041_20200129T052502_T43PHQ_3,-9294.25,-3921.0,-0.4255924170616114,-0.14123760037789324,-0.4399260628465804,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[77.8657372026921,13.338184193857067]}"
20200129T051041_20200129T052502_T43PHQ_4,-5819.25,-2820.75,-0.350253807106599,0.0274247491638796,-0.4514285714285714,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[78.76477270379647,12.761154308311077]}"
20200129T051041_20200129T052502_T43PHQ_5,-6059.75,-3425.5,-0.3642105263157895,0.016835016835016835,-0.5166453265044815,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[78.74722831591016,12.660852229175486]}"
20200129T051041_20200129T052502_T43PHQ_6,-11981.0,-2910.0,-0.2635409976450439,-0.1506172839506173,-0.20333487725798982,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[78.39819315927896,13.157606538159511]}"
20200129T051041_20200129T052502_T43PHQ_7,-12793.25,-2978.0,-0.2966213251426064,-0.2144082332761578,-0.17498713329902213,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[78.5821899030093,13.193159306108802]}"
20200129T051041_20200129T052502_T43PHQ_8,-6448.0,-2866.75,-0.2844378257632167,-0.030272452068617558,-0.4172225591267435,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[78.52730923543972,12.703893801599701]}"
20200129T051041_20200129T052502_T43PHQ_9,-11339.25,-3746.75,-0.41959140911471976,-0.1813816032508312,-0.31689272503082616,2020-01-29 05:25:11,"{""type"":""Point"",""coordinates"":[78.35748436203558,13.217380454058937]}"
20200203T051019_20200203T051441_T43PHQ_0,-9935.25,-3027.75,-0.42329726288987907,-0.25401399752984766,-0.3068094873756695,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200203T051019_20200203T051441_T43PHQ_1,-5894.25,-2403.0,-0.3527367506516073,-0.039329464861379754,-0.3952922077922078,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200203T051019_20200203T051441_T43PHQ_2,-21111.0,-6425.25,-0.38873281088274436,-0.2607296137339056,-0.2711565585331453,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200203T051019_20200203T051441_T43PHQ_3,-13338.25,-5021.5,-0.45436507936507936,-0.27726675427069647,-0.4144264040457812,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200203T051019_20200203T051441_T43PHQ_4,-10315.25,-2677.5,-0.3927938570584761,-0.23738872403560832,-0.22735813603908306,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200203T051019_20200203T051441_T43PHQ_5,-9374.0,-3174.75,-0.38243451463790445,-0.17224287484510534,-0.33926805143422356,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200203T051019_20200203T051441_T43PHQ_6,-16945.0,-5241.5,-0.4339258114374034,-0.28797083839611176,-0.29550372685741766,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200203T051019_20200203T051441_T43PHQ_7,-13030.25,-4784.0,-0.4837040869115365,-0.28714285714285714,-0.4089428486822624,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200203T051019_20200203T051441_T43PHQ_8,-16390.25,-4977.0,-0.487655623549272,-0.32742382271468146,-0.29480104559976766,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200203T051019_20200203T051441_T43PHQ_9,-12518.75,-3800.25,-0.28025751072961375,-0.17429837518463812,-0.2741830772560052,2020-02-03 05:25:10,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200213T050919_20200213T052153_T43PHQ_0,-10298.75,-3120.0,-0.4239659367396594,-0.2439121756487026,-0.2985185185185185,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200213T050919_20200213T052153_T43PHQ_1,-6268.0,-2419.25,-0.38228941684665224,-0.08333333333333333,-0.3867924528301887,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200213T050919_20200213T052153_T43PHQ_2,-21390.5,-6433.5,-0.36562726613488034,-0.26499747941522434,-0.27209186220668996,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200213T050919_20200213T052153_T43PHQ_3,-13892.75,-5098.0,-0.4623237724842003,-0.2982233502538071,-0.4083979673709548,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200213T050919_20200213T052153_T43PHQ_4,-10256.5,-2932.75,-0.4033282904689864,-0.24761541396413583,-0.26935902185994814,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200213T050919_20200213T052153_T43PHQ_5,-10118.5,-3584.5,-0.4482758620689655,-0.25709372312983664,-0.38108882521489973,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200213T050919_20200213T052153_T43PHQ_6,-17207.0,-5406.75,-0.4532993929900137,-0.3094236952757853,-0.31349889353331695,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200213T050919_20200213T052153_T43PHQ_7,-13812.5,-4930.75,-0.4889107934943322,-0.2988505747126437,-0.3921453692848769,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200213T050919_20200213T052153_T43PHQ_8,-17750.0,-5411.5,-0.5189665778142301,-0.3735647530040053,-0.3069423929098966,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200213T050919_20200213T052153_T43PHQ_9,-13136.0,-3492.25,-0.29628853009016565,-0.19462443004559635,-0.207556080283353,2020-02-13 05:25:12,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200218T050851_20200218T051826_T43PHQ_0,-10585.75,-3251.75,-0.42162962962962963,-0.24604094244882194,-0.30484330484330485,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200218T050851_20200218T051826_T43PHQ_1,-6919.0,-2464.75,-0.38603531300160515,-0.11764705882352941,-0.3598326359832636,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200218T050851_20200218T051826_T43PHQ_2,-20345.75,-6157.25,-0.35765124555160144,-0.24146384170898266,-0.2733981885273398,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200218T050851_20200218T051826_T43PHQ_3,-13595.5,-5008.0,-0.43188966852165495,-0.2823960880195599,-0.4007146503318019,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200218T050851_20200218T051826_T43PHQ_4,-10424.25,-2848.75,-0.39709801599052413,-0.24787587735500555,-0.24029850746268658,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200218T050851_20200218T051826_T43PHQ_5,-10261.25,-3514.5,-0.4276155717761557,-0.231523070641078,-0.35148173673328736,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200218T050851_20200218T051826_T43PHQ_6,-17421.0,-5420.5,-0.43302299068972067,-0.2995305164319249,-0.300187617260788,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200218T050851_20200218T051826_T43PHQ_7,-14499.0,-5049.5,-0.48764568764568766,-0.2930202637504021,-0.3743239396527185,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200218T050851_20200218T051826_T43PHQ_8,-18174.75,-5511.0,-0.5136959110758237,-0.3657778928294072,-0.2995997712978845,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200218T050851_20200218T051826_T43PHQ_9,-14066.75,-4005.25,-0.3310696095076401,-0.2453914292554465,-0.26217228464419473,2020-02-18 05:25:10,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200314T050649_20200314T051939_T43PHQ_0,-10339.25,-3188.5,-0.41769858048927816,-0.24273369992144542,-0.30920816911501253,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200314T050649_20200314T051939_T43PHQ_1,-7978.25,-2474.25,-0.4235514018691589,-0.18585005279831046,-0.3000453926463913,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200314T050649_20200314T051939_T43PHQ_2,-21586.25,-6108.0,-0.3403170227429359,-0.23995553438145148,-0.23910969793322734,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200314T050649_20200314T051939_T43PHQ_3,-15566.25,-5197.25,-0.4674245736773065,-0.31166996326645946,-0.34935897435897434,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200314T050649_20200314T051939_T43PHQ_4,-11537.0,-3195.25,-0.40698308783415166,-0.2620502376103191,-0.2539464653397392,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200314T050649_20200314T051939_T43PHQ_5,-11943.0,-3981.5,-0.467525195968645,-0.2916201117318436,-0.3506316148856265,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200314T050649_20200314T051939_T43PHQ_6,-18434.0,-5557.5,-0.41357592722183345,-0.28284124946512623,-0.272885032537961,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200314T050649_20200314T051939_T43PHQ_7,-16504.5,-5274.75,-0.5044699872286079,-0.3365631233969792,-0.328526103259302,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200314T050649_20200314T051939_T43PHQ_8,-19325.25,-5667.0,-0.5115661736822147,-0.38402678144428504,-0.2818511290772233,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200314T050649_20200314T051939_T43PHQ_9,-16472.5,-4861.25,-0.340221134674642,-0.24119241192411925,-0.26181301967146625,2020-03-14 05:25:14,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200319T050651_20200319T051246_T43PHQ_0,-10593.0,-3093.0,-0.4172619047619048,-0.25692599620493356,-0.27561968183499813,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200319T050651_20200319T051246_T43PHQ_1,-9035.25,-2808.0,-0.43040975279376903,-0.21143928738865447,-0.30895645028759244,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200319T050651_20200319T051246_T43PHQ_2,-20748.0,-6054.75,-0.33525852585258525,-0.20204688015846814,-0.23874015748031496,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200319T050651_20200319T051246_T43PHQ_3,-14096.75,-4895.25,-0.4292206316746194,-0.2592155706281333,-0.3614641586171835,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200319T050651_20200319T051246_T43PHQ_4,-11696.5,-3333.25,-0.3907563025210084,-0.24454575056984695,-0.2556945781199872,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200319T050651_20200319T051246_T43PHQ_5,-12499.75,-4057.0,-0.4801641586867305,-0.31308749096167754,-0.3432423090217767,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200319T050651_20200319T051246_T43PHQ_6,-18951.5,-5644.75,-0.41970678486191615,-0.2829155255951127,-0.263362908461372,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200319T050651_20200319T051246_T43PHQ_7,-16426.25,-5261.5,-0.49628686611500106,-0.3303244005641749,-0.3274787535410765,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200319T050651_20200319T051246_T43PHQ_8,-19984.25,-5850.75,-0.5130976369298407,-0.38329466357308584,-0.2735720142115332,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200319T050651_20200319T051246_T43PHQ_9,-18947.0,-5610.5,-0.35672131147540986,-0.2700892857142857,-0.27063197026022306,2020-03-19 05:25:13,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200324T050649_20200324T052110_T43PHQ_0,-9143.5,-2638.0,-0.3562577447335812,-0.17768104471705579,-0.2695957820738137,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200324T050649_20200324T052110_T43PHQ_1,-8121.0,-2222.25,-0.38333333333333336,-0.15549215406562053,-0.24199743918053776,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200324T050649_20200324T052110_T43PHQ_2,-19150.25,-5813.75,-0.36585365853658536,-0.24295708073359804,-0.27014218009478674,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200324T050649_20200324T052110_T43PHQ_3,-15059.0,-4888.25,-0.45260347129506007,-0.30133484805453,-0.3388873958613276,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200324T050649_20200324T052110_T43PHQ_4,-12302.5,-3532.75,-0.40298507462686567,-0.2510314185972707,-0.2673082893511332,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200324T050649_20200324T052110_T43PHQ_5,-11943.0,-3656.0,-0.43893333333333334,-0.254957507082153,-0.2977303070761015,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200324T050649_20200324T052110_T43PHQ_6,-18851.25,-5585.25,-0.43336244541484714,-0.2967699978322133,-0.2677200902934537,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200324T050649_20200324T052110_T43PHQ_7,-16708.75,-5185.5,-0.4955067920585162,-0.33406896551724136,-0.31185860889395667,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200324T050649_20200324T052110_T43PHQ_8,-18709.25,-5401.0,-0.47924809231341897,-0.33993866477942913,-0.2629083245521602,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200324T050649_20200324T052110_T43PHQ_9,-17553.0,-5180.0,-0.3639661426844015,-0.24409772120714432,-0.26521652364797443,2020-03-24 05:25:14,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200329T050651_20200329T051221_T43PHQ_0,-10172.25,-3257.5,-0.41119221411192214,-0.23417721518987342,-0.3242582897033159,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[78.15656917243544,12.826418155727978]}"
20200329T050651_20200329T051221_T43PHQ_1,-9105.0,-2726.0,-0.42321846771495486,-0.21350364963503649,-0.28524046434494194,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[78.74163931502379,12.780724791715844]}"
20200329T050651_20200329T051221_T43PHQ_2,-20802.5,-6034.25,-0.301986218078638,-0.2066953316953317,-0.24185500440270033,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[77.9756836721797,13.447137548045394]}"
20200329T050651_20200329T051221_T43PHQ_3,-14264.75,-5218.5,-0.44765006979990696,-0.28644424406372104,-0.39469658337582864,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[77.8583194257387,12.642488191446043]}"
20200329T050651_20200329T051221_T43PHQ_4,-12881.0,-4570.0,-0.45152928978745466,-0.2923076923076923,-0.3880855986119144,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[77.8488947210855,12.928129788553226]}"
20200329T050651_20200329T051221_T43PHQ_5,-12832.0,-4117.5,-0.478146392838336,-0.30137469157560803,-0.32972607372336826,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[78.76999819878446,13.123839871754672]}"
20200329T050651_20200329T051221_T43PHQ_6,-19437.75,-5773.75,-0.42896174863387976,-0.30608009960572735,-0.2752492414390984,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[78.44728713133662,13.154421994809873]}"
20200329T050651_20200329T051221_T43PHQ_7,-17072.0,-5516.5,-0.5040532113905632,-0.3468382151656173,-0.3410660038663353,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[78.6685633848612,13.42648195272544]}"
20200329T050651_20200329T051221_T43PHQ_8,-20247.25,-5921.5,-0.4966252220248668,-0.36867899309423036,-0.2692109334708613,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[78.53625708568862,13.398857569739622]}"
20200329T050651_20200329T051221_T43PHQ_9,-18725.75,-5385.0,-0.35514477343366596,-0.2594401653203081,-0.25142423091530575,2020-03-29 05:25:12,"{""type"":""Point"",""coordinates"":[78.41007188651287,13.159892406141664]}"
20200413T050649_20200413T051427_T43PHQ_0,-14023.25,-4761.25,-0.4946445959104187,-0.3031218529707956,-0.36474908200734396,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[78.169262877989,12.943299752553477]}"
20200413T050649_20200413T051427_T43PHQ_1,-16865.75,-5492.25,-0.3493071593533487,-0.008577083791510886,-0.21925874610322132,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[77.7994095802345,13.250209556948095]}"
20200413T050649_20200413T051427_T43PHQ_2,-14177.25,-4205.0,-0.40035666518056173,-0.2680272108843537,-0.2706073752711497,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[78.57798737384012,13.462643786283277]}"
20200413T050649_20200413T051427_T43PHQ_3,-14424.5,-4646.0,-0.4802286803239638,-0.31876365906962223,-0.3389881853983641,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[77.87842382412622,12.947734187724361]}"
20200413T050649_20200413T051427_T43PHQ_4,-14618.25,-4815.0,-0.48535463568143306,-0.3468509984639017,-0.3642344497607656,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[78.68936705994774,12.825229998267766]}"
20200413T050649_20200413T051427_T43PHQ_5,-15980.75,-5282.25,-0.5140813589628968,-0.3498803827751196,-0.35737511084835943,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[78.77055444739162,13.150686995360534]}"
20200413T050649_20200413T051427_T43PHQ_6,-17913.0,-5292.25,-0.48534981064381105,-0.3627838104639684,-0.2851605758582503,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[78.45344799590428,13.164854821349767]}"
20200413T050649_20200413T051427_T43PHQ_7,-16386.5,-4682.25,-0.46394786630229135,-0.3331589958158996,-0.26512968299711814,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[78.66847093476,13.280290803137229]}"
20200413T050649_20200413T051427_T43PHQ_8,-21742.25,-6096.75,-0.4193937565977982,-0.3007628042135852,-0.2310764929099261,2020-04-13 05:25:10,"{""type"":""Point"",""coordinates"":[78.53649752776545,13.269604511017766]}"
